name,city,id,external_id,overwrite,state,country,capacity_mwh,estimate_mwh,power_mw,customer,owner,developer,manufacturer,type,cells,no_of_battery_units,status,date_first_heard,start_construction,start_operation,start_estimated,cost_million,cost_currency,cost_incl_solar,lat,long,coords_hint,coords_hint_2,use_case,notes,project_website,link1,link2,link3,link4
Dalian Flow Battery,Dalian,692,,,liaoning,china,400,,100,,Dalian Institute of Chemical Physics,,,vanadium flow,,,operation,,,2022-10-05,,266,USD,,38.858928,121.517064,3,,peak shaving,will be scaled up to 200mw/800mwh,,https://www.pv-magazine.com/2022/09/29/china-connects-worlds-largest-redox-flow-battery-system-to-grid/,,,
Kenhardt 1-3,Kenhardt,693,,,northern cape,south africa,1140,,225,,,scatec,,,,,construction,,2022-10-05,,,1000,USD,1,-29.345075,21.149171,3,,540MW solar farm support,those are 3 projects that will be built,https://scatec.com/locations/south-africa/#kenhardt-1-3-south-africa-540-mw,,,,
Humidor Storage I,,694,65703,1,california,usa,,600,300,,Hecate Grid Humidor Storage 1 LLC,,,,,,planning,,,,2023-11,,,,,,,,,,,,,,
Sanborn BESS 3,,695,65672,1,california,usa,,350,175,,Terra-Gen Operating Co-BESS,,,,,,construction,,,,2023-05,,,,,,,,,,,,,,
Desert Quartzite,,696,59871,1,california,usa,,300,150,,Desert Quartzite LLC,,,,,,planning,,,,2023-08,,,,,,,,,,,,,,
Vikings Energy Farm,,697,65711,1,california,usa,,300,150,,"Vikings Energy Farm, LLC",,,,,,planning,,,,2023-12,,,,,,,,,,,,,,
Edwards Sanborn E1B,,698,65674,1,california,usa,,280,140,,Terra-Gen Operating Co-Hybrid,,,,,,construction,,,,2023-08,,,,,,,,,,,,,,
Arica Solar,,699,65744,1,california,usa,,272,136,,"Arica Solar, LLC",,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
AVEP BESS,,700,65591,1,california,usa,,252,126,,"Leeward Asset Management, LLC",,,,,,construction,,,,2023-05,,,,,,,,,,,,,,
Oberon Solar Project,,701,65734,1,california,usa,,250,125,,IP Oberon LLC,,,,,,planning,,,,2023-06,,,,,,,,,,,,,,
Oberon II Solar Project,,702,65735,1,california,usa,,250,125,,"IP Oberon II, LLC",,,,,,planning,,,,2023-09,,,,,,,,,,,,,,
Edwards Sanborn E4,,703,65675,1,california,usa,,218,109,,Terra-Gen Operating Co-Hybrid,,,,,,construction,,,,2023-02,,,,,,,,,,,,,,
Sandrini Solar 100,,704,65664,1,california,usa,,190,95,,EDPR CA Solar Park II LLC,,,,,,construction,,,,2023-03,,,,,,,,,,,,,,
"Chiquito Grid, LLC",,705,65655,1,california,usa,,160,80,,"Chiquito Grid, LLC",,,,,,planning,,,,2023-12,,,,,,,,,,,,,,
Edwards Sanborn E5,,706,65676,1,california,usa,,150,75,,Terra-Gen Operating Co-Hybrid,,,,,,construction,,,,2023-06,,,,,,,,,,,,,,
"San Jacinto Grid, LLC",,707,65657,1,california,usa,,130,65,,"San Jacinto Grid, LLC",,,,,,planning,,,,2023-03,,,,,,,,,,,,,,
Sanborn EBESS1,,708,65673,1,california,usa,,114,57,,Terra-Gen Operating Co-BESS,,,,,,construction,,,,2023-01,,,,,,,,,,,,,,
Victory Pass,,709,65743,1,california,usa,,100,50,,"Victory Pass I, LLC",,,,,,planning,,,,2022-11,,,,,,,,,,,,,,
Edwards Sanborn S4,,710,65677,1,california,usa,,40,20,,Terra-Gen Operating Co-Hybrid,,,,,,construction,,,,2022-12,,,,,,,,,,,,,,
"Ortega Grid, LLC",,711,65656,1,california,usa,,40,20,,"Ortega Grid, LLC",,,,,,planning,,,,2023-03,,,,,,,,,,,,,,
Hecate Energy Desert Storage 1 LLC,,712,65635,1,california,usa,,20,10,,Hecate Energy Desert Storage 1 LLC,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Carris Storage I,,713,65733,1,california,usa,,20,10,,Hecate Grid Carris Storage 1 LLC,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
NY6 Battery,,714,65692,1,new york,usa,,40,20,,Key Capture Energy,,,,,,construction,,,,2022-11,,,,,,,,,,,,,,
Carina,,715,65589,1,texas,usa,,300,150,,Broad Reach Power,,,,,,planning,,,,2023-10,,,,,,,,,,,,,,
Octans,,716,65590,1,texas,usa,,250,125,,Broad Reach Power,,,,,,planning,,,,2024-06,,,,,,,,,,,,,,
TX12 Silicon Hill Storage,,717,65695,1,texas,usa,,200,100,,Key Capture Energy,,,,,,construction,,,,2022-09,,,,,,,,,,,,,,
TX10 Hummingbird Storage,,718,65693,1,texas,usa,,200,100,,Key Capture Energy,,,,,,planning,,,,2023-08,,,,,,,,,,,,,,
TX15 Limousin Oak Storage,,719,65698,1,texas,usa,,200,100,,Key Capture Energy,,,,,,planning,,,,2023-10,,,,,,,,,,,,,,
Antlia,,720,65588,1,texas,usa,,140,70,,Broad Reach Power,,,,,,planning,,,,2023-10,,,,,,,,,,,,,,
TX11 Republic Road Storage,,721,65694,1,texas,usa,,100,50,,Key Capture Energy,,,,,,construction,,,,2022-07,,,,,,,,,,,,,,
TX23 Roughneck Storage,,722,65701,1,texas,usa,,100,50,,Key Capture Energy,,,,,,construction,,,,2022-07,,,,,,,,,,,,,,
TX13 Endurance Park Storage,,723,65696,1,texas,usa,,100,50,,Key Capture Energy,,,,,,construction,,,,2022-11,,,,,,,,,,,,,,
TX19 River Valley Storage 1,,724,65699,1,texas,usa,,100,50,,Key Capture Energy,,,,,,construction,,,,2022-12,,,,,,,,,,,,,,
TX21 River Valley Storage 2,,725,65700,1,texas,usa,,100,50,,Key Capture Energy,,,,,,construction,,,,2022-12,,,,,,,,,,,,,,
Tollgate Battery Storage Facility,,726,6949,1,eastern,uk,,49,49,,RNA Energy,,,,,,planning,2018-11-23,,,,,,,,,,,,,,,,,
Breach Farm,,727,6962,1,east midlands,uk,,40,40,,Green Hedge Energy Barn,,,,,,planning,2022-05-27,,,,,,,,,,,,,,,,,
Hilfield Farm Tech,,728,7030,1,eastern,uk,,49,49,,Capbal,,,,,,planning,2020-03-26,,,,,,,,,,,,,,,,,
Lackenby,,729,7040,1,north east,uk,,49,49,,EDF Energy Renewables,,,,,,planning,2017-11-10,,,,,,,,,,,,,,,,,
Lovedean Energy Storage System,,730,7064,1,south east,uk,,49,49,,Anesco,,,,,,planning,2019-05-16,,,,,,,,,,,,,,,,,
Gloucestershire Science and Technology Park (small),,731,7181,1,south west,uk,,32,32,,Ecotricity,,,,,,planning,2018-04-03,,,,,,,,,,,,,,,,,
Fordtown Energy Storage,,732,7234,1,scotland,uk,,20,20,,Shires Hamilton,,,,,,planning,2019-08-20,,,,,,,,,,,,,,,,,
Tiddlywink Barn,,733,7527,1,south west,uk,,10,10,,McBallester,,,,,,planning,2019-12-20,,,,,,,,,,,,,,,,,
Whitminster - Solar Farm & Battery Storage,,734,8844,1,south west,uk,,49,49,,JBM Solar Projects 7 Limited,,,,,,planning,2022-04-05,,,,,,,,,,,,,,,,,
East Kilbride - Battery storage,,735,9013,1,scotland,uk,,49,49,,Cathkin Energy Storage Limited,,,,,,planning,2022-04-27,,,,,,,,,,,,,,,,,
Devilla Energy Storage Facility,,736,9248,1,scotland,uk,,500,500,,Alcemi Storage Development Limited,,,,,,planning,2022-05-24,,,,,,,,,,,,,,,,,
Hales Lane - Battery Storage Facility,,737,9635,1,yorkshire and humber,uk,,100,100,,Aura Power ,,,,,,planning,2022-05-16,,,,,,,,,,,,,,,,,
Drum Farm - Battery Energy Storage System,,738,9940,1,scotland,uk,,49,49,,Renewable Energy System Limited,,,,,,planning,2022-05-18,,,,,,,,,,,,,,,,,
Kirkhaw Lane - Battery Storage,,739,10145,1,yorkshire and humber,uk,,32,32,,Walker & Son (Hauliers) Limited / Vox Energy Limited,,,,,,planning,2022-02-28,,,,,,,,,,,,,,,,,
Newfields Farm - Battery Energy Storage,,740,10233,1,west midlands,uk,,99,99,,REPD Limited,,,,,,planning,2022-05-10,,,,,,,,,,,,,,,,,
"Newburgh Road, Abernethy - Battery Storage ",,741,10607,1,scotland,uk,,49,49,,P & M Energy Limited,,,,,,planning,2022-06-07,,,,,,,,,,,,,,,,,
West Sleekburn - Battery Storage Compound,,743,10957,1,north east,uk,,30,30,,Enviromena Asset Management UK Limited,,,,,,planning,2022-06-29,,,,,,,,,,,,,,,,,
Maybrook Road - Battery facility,,744,11008,1,west midlands,uk,,13,13,,Conrad Energy (Develeopments) Limited,,,,,,planning,2022-04-19,,,,,,,,,,,,,,,,,
"South Leylodge Farmhouse, Kintore - Battery Energy Storage System",,745,11092,1,scotland,uk,,49,49,,Conrad Energy (Developments) Limited,,,,,,planning,2022-04-27,,,,,,,,,,,,,,,,,
Tealing  Battery Energy Storage Farm,,746,11097,1,scotland,uk,,80,80,,Sirius EcoDev Limited,,,,,,planning,2022-04-27,,,,,,,,,,,,,,,,,
Grayside Wind Farm,,747,11113,1,scotland,uk,,20,20,,Grayside WF,,,,,,planning,2022-05-04,,,,,,,,,,,,,,,,,
Chadderton - Battery energy storage facility,,748,11160,1,north west,uk,,20,20,,Field,,,,,,construction,2022-06-01,2021-12-20,,,,,,,,,,,,,,,,
Richborough Energy Park - Phase 3,,749,11201,1,south east,uk,,249,249,,Sheaf Energy Limited,,,,,,planning,2022-05-10,,,,,,,,,,,,,,,,,
Stocking Pelham - Battery Storage System,,750,11212,1,eastern,uk,,50,50,,Renewable Connections,,,,,,planning,2022-05-10,,,,,,,,,,,,,,,,,
Penwortham - Battery storage,,751,11217,1,north west,uk,,57,57,,Shaw-Energi Limited,,,,,,planning,2022-04-29,,,,,,,,,,,,,,,,,
Armadale Wind Farm,,752,11219,1,scotland,uk,,42,42,,Brookfield Renewable UK,,,,,,planning,2022-05-18,,,,,,,,,,,,,,,,,
"Bath Mews, Minsterley - 10MW Battery Storage Facility",,753,11369,1,west midlands,uk,,10,10,,Hydrock Consultants Limited,,,,,,planning,2022-05-27,,,,,,,,,,,,,,,,,
Lowlands Farm - Battery Storage,,754,11399,1,west midlands,uk,,50,50,,Anglo Renewables,,,,,,planning,2022-06-06,,,,,,,,,,,,,,,,,
Patch Elm Lane - Battery Storage ,,755,11415,1,south west,uk,,35,35,,Green Frog Ventures Limited,,,,,,planning,2022-03-18,,,,,,,,,,,,,,,,,
Brown Edge - Battery Storage,,756,11418,1,west midlands,uk,,49,49,,Anesco,,,,,,planning,2021-03-18,,,,,,,,,,,,,,,,,
West Melton Electricity Substation - Energy Storage System,,757,11436,1,yorkshire and humber,uk,,26,26,,Brampton Energy Storage Limited,,,,,,planning,2022-06-09,,,,,,,,,,,,,,,,,
Teviot Wind Farm,,758,11442,1,scotland,uk,,100,100,,Muirhall Energy Limited,,,,,,planning,2022-06-10,,,,,,,,,,,,,,,,,
"Harrington Franklin, Richborough Energy Park - Battery Storage",,759,11449,1,south east,uk,,49,49,,Harrington Franklin Limited,,,,,,planning,2022-06-14,,,,,,,,,,,,,,,,,
Wemyss Estate - Randolph Solar Farm & Battery Energy Storage,,760,11482,1,scotland,uk,,25,25,,Elgin Energy,,,,,,planning,2022-06-24,,,,,,,,,,,,,,,,,
Rothienorman - Battery Energy Storage Facility,,761,11497,1,scotland,uk,,49,49,,Anesco,,,,,,planning,2022-06-20,,,,,,,,,,,,,,,,,
Earthcott Green - Battery Storage,,762,11510,1,south west,uk,,10,10,,Ecotricity Limited,,,,,,planning,2022-06-22,,,,,,,,,,,,,,,,,
"Kingston Road, Slimbridge - Battery Storage",,763,11516,1,south west,uk,,36,36,,Relay Slimbridge Limited,,,,,,planning,2022-06-22,,,,,,,,,,,,,,,,,
Little Llwyn Onn - Solar Farm & Battery Storage,,764,11544,1,wales,uk,,16,16,,Novus Renewable Services Limited,,,,,,planning,2022-06-24,,,,,,,,,,,,,,,,,
"Third Drove, Fengate - Battery Storage",,765,11558,1,eastern,uk,,50,50,,Flag Fen Power Limited,,,,,,planning,2022-06-28,,,,,,,,,,,,,,,,,
Sutton Manor - Battery Storage Facility,,766,11559,1,north west,uk,,57,57,,Sizing John Limited,,,,,,planning,2022-06-28,,,,,,,,,,,,,,,,,
Temple Oaks Renewable Energy Park,,767,11562,1,east midlands,uk,,240,240,,Ridge Clean Energy Limited,,,,,,planning,2022-06-28,,,,,,,,,,,,,,,,,
Craig Watch - Wind Farm & Battery Storage,,768,11609,1,scotland,uk,,27,27,,Craig Watch Wind Farm Limited,,,,,,planning,2022-07-07,,,,,,,,,,,,,,,,,
Grassing Rome Street - Battery Storage,,769,11611,1,north west,uk,,15,15,,STOR 141 Limited,,,,,,planning,2022-07-08,,,,,,,,,,,,,,,,,
"Norrington Gate Farm, Broughton Gifford - Battery Energy Storage Facility",,770,11612,1,south west,uk,,150,150,,ADV 003 Limited,,,,,,planning,2022-07-08,,,,,,,,,,,,,,,,,
"Edge Lane, Maiden Law - Solar Farm & Battery Storage",,771,11619,1,north east,uk,,45,45,,Lightsource BP,,,,,,planning,2022-07-08,,,,,,,,,,,,,,,,,
"Mesquite Solar 5, LLC",,772,65963,1,arizona,usa,,120,60,,Consolidated Edison Development Inc.,,,,,,planning,,,,2023-06,,,,,,,,,,,,,,
"Mesquite Solar 4, LLC",,773,65962,1,arizona,usa,,20,10,,Consolidated Edison Development Inc.,,,,,,planning,,,,2023-06,,,,,,,,,,,,,,
"Nighthawk Energy Storage, LLC",,774,65889,1,california,usa,,600,300,,"Nighthawk Energy Storage, LLC",,,,,,planning,,,,2024-06,,,,,,,,,,,,,,
"Sacramento Valley Energy Center, LLC",,775,65808,1,california,usa,,200,100,,"Sacramento Valley Energy Center, LLC",,,,,,planning,,,,2024-12,,,,,,,,,,,,,,
Sagebrush ESS,,776,65933,1,california,usa,,160,80,,"Sagebrush ESS, LLC",,,,,,planning,,,,2023-01,,,,,,,,,,,,,,
Santa Ana Storage 3,,777,65789,1,california,usa,,80,40,,"Johanna Energy Center, LLC",,,,,,planning,,,,2022-08,,,,,,,,,,,,,,
Honey Creek Solar,,778,65821,1,indiana,usa,,40,20,,"Leeward Asset Management, LLC",,,,,,planning,,,,2024-12,,,,,,,,,,,,,,
Andover Energy Storage Project,,779,65952,1,new jersey,usa,,40,20,,VESI 25 LLC,,,,,,construction,,,,2022-10,,,,,,,,,,,,,,
Chill Sun Solar Project,,780,65895,1,nevada,usa,,4500,2250,,Naturgy Candela DevCo LLC,,,,,,planning,,,,2027-09,,,,,,,,,,,,,,
Bowling Green Energy Storage Project,,781,65951,1,ohio,usa,,24,12,,VESI 21 LLC,,,,,,construction,,,,2022-10,,,,,,,,,,,,,,
Goldenrod Creek Solar and BESS SLF,,782,65845,1,texas,usa,,1320,660,,Solar Proponent LLC,,,,,,planning,,,,2024-10,,,,,,,,,,,,,,
Lunis Creek Solar and BESS SLF,,783,65852,1,texas,usa,,1242,621,,Solar Proponent LLC,,,,,,planning,,,,2024-03,,,,,,,,,,,,,,
Clear Fork Creek Solar and BESS SLF,,784,65842,1,texas,usa,,1200,600,,Solar Proponent LLC,,,,,,planning,,,,2024-03,,,,,,,,,,,,,,
Dogwood Creek Solar and BESS,,785,65843,1,texas,usa,,886,443,,Solar Proponent LLC,,,,,,planning,,,,2025-03,,,,,,,,,,,,,,
Hollow Branch Creek 2 Solar and BESS SLF,,786,65851,1,texas,usa,,800,400,,Solar Proponent LLC,,,,,,planning,,,,2024-10,,,,,,,,,,,,,,
Rowdy Creek Solar and BESS,,787,65854,1,texas,usa,,700,350,,Solar Proponent LLC,,,,,,planning,,,,2024-05,,,,,,,,,,,,,,
Tehuacana Creek 1 Solar and BESS,,788,65855,1,texas,usa,,700,350,,Solar Proponent LLC,,,,,,planning,,,,2024-05,,,,,,,,,,,,,,
Tehuacana Creek 2 Solar and BESS,,789,65856,1,texas,usa,,700,350,,Solar Proponent LLC,,,,,,planning,,,,2024-05,,,,,,,,,,,,,,
Middlebrook Creek Solar and BESS,,790,65853,1,texas,usa,,604,302,,Solar Proponent LLC,,,,,,planning,,,,2024-10,,,,,,,,,,,,,,
Zeya,,791,65880,1,texas,usa,,500,250,,Broad Reach Power,,,,,,planning,,,,2024-04,,,,,,,,,,,,,,
Cachi,,792,65861,1,texas,usa,,400,200,,Broad Reach Power,,,,,,planning,,,,2024-03,,,,,,,,,,,,,,
Castor,,793,65870,1,texas,usa,,400,200,,Broad Reach Power,,,,,,planning,,,,2024-05,,,,,,,,,,,,,,
Desna,,794,65876,1,texas,usa,,400,200,,Broad Reach Power,,,,,,planning,,,,2024-06,,,,,,,,,,,,,,
Eldora Energy LLC,,795,65847,1,texas,usa,,400,200,,Eldora Energy LLC,,,,,,planning,,,,2025-06,,,,,,,,,,,,,,
Avila,,796,65860,1,texas,usa,,320,160,,Broad Reach Power,,,,,,planning,,,,2024-02,,,,,,,,,,,,,,
KCE TX 14: Venus Mill Storage,,797,65788,1,texas,usa,,200,100,,Key Capture Energy,,,,,,planning,,,,2024-07,,,,,,,,,,,,,,
Elio Energy LLC,,798,65850,1,texas,usa,,160,80,,Elio Energy LLC,,,,,,planning,,,,2025-06,,,,,,,,,,,,,,
Oriana Solar LLC,,799,65849,1,texas,usa,,122,61,,Oriana Solar LLC,,,,,,planning,,,,2024-06,,,,,,,,,,,,,,
"Talitha Energy Project, LLC",,800,65891,1,texas,usa,,122,61,,"Talitha Energy Project, LLC",,,,,,planning,,,,2024-06,,,,,,,,,,,,,,
Newhouse Farm - Energy Storage Facility,,801,9047,1,scotland,uk,,49,49,,Intelligent Land Investments Group,,,,,,planning,2022-07-29,,,,,,,,,,,,,,,,,
Fiddlers Ferry Power Station - Battery storage,,802,9404,1,north west,uk,,150,150,,SSE Enterprise (SSE PLC),,,,,,planning,2022-08-08,,,,,,,,,,,,,,,,,
Kilmarnock South Substation - Battery storage,,803,9696,1,scotland,uk,,300,300,,Zenobe Energy,,,,,,planning,2022-02-14,,,,,,,,,,,,,,,,,
"North Walpole, St Peter - Battery Energy Storage",,804,9762,1,eastern,uk,,100,100,,Roc Noir Limited,,,,,,planning,2022-06-10,,,,,,,,,,,,,,,,,
Ochiltree - Battery Sorage,,805,10162,1,scotland,uk,,19,19,,Statkraft UK Limited,,,,,,planning,2022-10-05,,,,,,,,,,,,,,,,,
Bullen Lane - Battery Storage,,806,10311,1,eastern,uk,,100,100,,Cambridge Power Limited / Pivot Power,,,,,,planning,2022-07-07,,,,,,,,,,,,,,,,,
Uskmouth Power Station - Battery Storage,,807,10936,1,wales,uk,,230,230,,Simec Atlantic Energy Uskmouth Power Station,,,,,,planning,2022-09-09,,,,,,,,,,,,,,,,,
West Bendings - Battery Storage,,808,10985,1,scotland,uk,,30,30,,Fiddes Battery Limited,,,,,,planning,2022-09-29,,,,,,,,,,,,,,,,,
Gotham - Battery Energy storage,,809,10986,1,east midlands,uk,,100,100,,Net Zero Energy Development Limited,,,,,,planning,2022-10-04,,,,,,,,,,,,,,,,,
"Ash Lane, Little London - Battery Storage",,810,11090,1,south east,uk,,57,57,,Bramley BESS Limited,,,,,,planning,2022-07-15,,,,,,,,,,,,,,,,,
Worset Lane - Battery Energy Storage System,,811,11406,1,north east,uk,,200,200,,Clearstone Energy,,,,,,planning,2022-08-05,,,,,,,,,,,,,,,,,
"South Staffordshire Railway Walk, Castlecroft  - Battery Storage",,812,11414,1,west midlands,uk,,50,50,,Balance Power Projects Limited,,,,,,planning,2022-08-16,,,,,,,,,,,,,,,,,
Neil Fox Way - Battery Storage,Wakefield,813,11519,1,yorkshire and humber,uk,,99,99,,Harmony Energy Limited,,,,,,planning,2022-09-26,,,,,,,53.67289,-1.46662,1,location_exact,,,,https://planning.wakefield.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=REJXN6QQFWN00,,,
"Mains Of Keithick Farm, Keithick - Battery Storage &  Solar Farm",,814,11623,1,scotland,uk,,66,66,,EcoDev Group Limited,,,,,,planning,2022-10-12,,,,,,,,,,,,,,,,,
Arlingham Solar Farm - Solar PV Panels & Battery Storage Facility,,815,11636,1,south west,uk,,49,49,,Kronos Solar,,,,,,planning,2022-07-15,,,,,,,,,,,,,,,,,
"High Road, Saddlebow - Battery Storage",,816,11648,1,eastern,uk,,50,50,,Lynn Power Limited,,,,,,planning,2022-07-15,,,,,,,,,,,,,,,,,
"Knockkippen Wind, Solar & Battery Farm",,817,11676,1,scotland,uk,,16,16,,Falck Renewables / REG Windpower,,,,,,planning,2022-07-18,,,,,,,,,,,,,,,,,
Dragons Lane - Battery Storage Facility,,818,11701,1,north west,uk,,12,12,,Hydrock,,,,,,planning,2022-07-20,,,,,,,,,,,,,,,,,
Clay Tye Farm Phase 1 - Storage Facility,Upminster,819,11720,1,london,uk,,49,49,,Harmony Energy Storage,,,,,,construction,2017-07-18,2022-07-01,,,,,,51.552891,0.293464,,,,Duplicate of 76,,,,,
Clay Tye Farm Phase 2 - Storage Facility,Upminster,820,11721,1,london,uk,,49,49,,Harmony Energy Storage,,,,,,construction,2018-09-10,2022-07-01,,,,,,51.552891,0.293464,,,,Duplicate of 76,,,,,
Indian Queens Sub-Station - Battery Storage,,821,11725,1,south west,uk,,47,47,,Prime Energy Development Limited,,,,,,planning,2022-07-25,,,,,,,,,,,,,,,,,
Catsbrain Farm - Battery Storage ,,822,11787,1,south west,uk,,30,30,,Conrad Energy (Developments) II Limited,,,,,,planning,2022-08-04,,,,,,,,,,,,,,,,,
"Says Court Farm, Coalpit Heath - Battery Energy Storage",,823,11793,1,south west,uk,,50,50,,Anglo Renewables Limited,,,,,,planning,2022-08-04,,,,,,,,,,,,,,,,,
Little Raith (Glenniston),Auchtertool,824,11808,1,fife,uk,99,,49.5,,Harmony Energy Income Trust,Harmony Energy Limited,tesla,megapack,,,construction,2022-08-08,,,2023Q4,,,,,,,,,,,https://www.heitp.co.uk/content/uploads/2022/09/263502_Harmony_RA_2022_Web.pdf,https://planning.fife.gov.uk/online/applicationDetails.do?keyVal=READTEHF1AL00&activeTab=summary,,
"Fairholme, Minety - Battery Storage",,825,11810,1,south west,uk,,50,50,,Pelagic Energy,,,,,,planning,2022-08-08,,,,,,,,,,,,,,,,,
"Stonehill, Minety",,826,11812,1,south west,uk,,50,50,,Penso Power Limited,,,,,,planning,2022-08-08,,,,,,,,,,,,,,,,,
Whites Farm - Battery Storage,,827,11880,1,eastern,uk,,49,49,,Anglo Renewables Limited,,,,,,planning,2022-08-15,,,,,,,,,,,,,,,,,
Sclenteuch Wind Farm ,,828,11987,1,scotland,uk,,45,45,,RES Limited,,,,,,planning,2022-09-05,,,,,,,,,,,,,,,,,
"Braintree Road, Cressing - Battery Storage",,829,11995,1,eastern,uk,,57,57,,Pivot Power,,,,,,planning,2022-09-06,,,,,,,,,,,,,,,,,
"Househill House, Househill -  Battery Storage",,830,12056,1,scotland,uk,,49,49,,Whirlwind Energy Storage Limited,,,,,,planning,2022-09-09,,,,,,,,,,,,,,,,,
Sandy Knowe Wind Farm Extension,,831,12080,1,scotland,uk,,28,28,,Executive Resource Group,,,,,,planning,2022-09-16,,,,,,,,,,,,,,,,,
"Lancaster Power Extension, Middleton Road - Energy Storage Facility",,832,12125,1,north west,uk,,50,50,,Infra Balance New Energy,,,,,,planning,2022-09-20,,,,,,,,,,,,,,,,,
"Hele Manor Farm, Bradford On Tone - Battery Storage System",,833,12174,1,south west,uk,,20,20,,STOR 107 Limited,,,,,,planning,2022-09-27,,,,,,,,,,,,,,,,,
"Waterloo Farm, Furbarn Road - Battery Storage",,834,12187,1,north west,uk,,57,57,,Shaw-Energi Limited,,,,,,planning,2022-09-28,,,,,,,,,,,,,,,,,
"Redcote Lane, Armley - Battery Storage Facility",,835,12224,1,yorkshire and humber,uk,,60,60,,Leeds Power Limited,,,,,,planning,2022-10-05,,,,,,,,,,,,,,,,,
Hawkers Hill Energy Park,,836,12293,1,south west,uk,,20,20,,Tag Energy,,,,,,operation,2017-09-22,2020-05-05,2022-10-03,,,,,,,,,,,,,,,
"Back Lane, Skerne - Solar Farm & Battery Storage",,837,12297,1,yorkshire and humber,uk,,30,30,,BayWa r.e. UK Limited,,,,,,planning,2020-10-23,,,,,,,,,,,,,,,,,
Batterie Diespeck,,838,SEE995000682977,1,bavaria,germany,20,,20,,,,,,,,operation,,,2022-09-08,,,,,,,,,,,,,,,
SMAREG4 Wartburgspeicher Eisenach,,839,SEE954649497618,1,thuringia,germany,67,,60,,,,,,,,planning,2022-10-18,,,2022-12-01,,,,,,,,,,,,,,
Batterie Iphofen,,840,SEE934353123843,1,bavaria,germany,20,,20,,,,,,,,operation,,,2022-10-18,,,,,,,,,,,,,,,
Bad Düben Battery Storage,,841,SEE961989517128,1,saxony,germany,16,,13,,,,,,,,operation,,,2022-10-19,,,,,,,,,,,,,,,
Elsteraue Battery Storage,,842,SEE932907515472,1,saxony-anhalt,germany,16,,13,,,,,,,,operation,,,2022-11-01,,,,,,,,,,,,,,,
Lessines,,843,,,,belgium,100,,50,,,Corsica Sole,tesla,megapack,,,operation,,,2022-12-11,,33,EUR,0,50.72743,3.854307,1,,,,,https://insideevs.com/news/625965/tesla-megapack-battery-belgium/,,,
Bumpers,Princes Risborough,844,,,buckinghamshire,uk,198,,99,,Harmony Energy Income Trust,,tesla,megapack,,56,construction,,2022-10-17,,2023-08-25,,,,51.7485,-0.88913,1,location_exact,,Construction dates from TTRO application,,https://docs.planning.org.uk/20211124/124/R1F0N4SCKAZ00/pev22n27dqbm87mh.pdf,https://api-gb.one.network/downloads/tm/1016/ttro-application-form_131178395_3494207_17135d8618.pdf,https://planning.org.uk/app/124/R1F0N4SCKAZ00,
Broadditch,Southfleet,845,,,kent,uk,22,,11,,Harmony Energy Income Trust,,tesla,megapack xl,,6,operation,,,,2022Q4,,,,51.41493,0.32622,1,location_exact,,,,https://www.heitp.co.uk/content/uploads/2022/09/263502_Harmony_RA_2022_Web.pdf,https://docs.planning.org.uk/20211013/85/R07CFUBQJGV00/lu3um7x6cbswjxy0.pdf,,
Pillswood Phase 2 (Creyke Beck Substation),Cottingham,846,,,yorkshire and humber,uk,98,,49,,Harmony Energy Income Trust,Harmony Energy Limited / Tesla,tesla,megapack,,,operation,,,2022-11-21,,,,,53.79991,-0.41056,1,location_exact,,,,https://www.heitp.co.uk/content/uploads/2022/09/263502_Harmony_RA_2022_Web.pdf,https://www.insidermedia.com/news/yorkshire/battery-energy-storage-facility-brought-online,https://www.londonstockexchange.com/news-article/HEIT/pillswood-energisation/15722939,
Farnham,Farnham,847,,,surrey,uk,40,,20,,Harmony Energy Income Trust,,tesla,megapack,,,construction,,,,2023Q1,,,,51.18894,-0.82903032,1,location_exact,,,,https://www.heitp.co.uk/content/uploads/2022/09/263502_Harmony_RA_2022_Web.pdf,https://modgov.waverley.gov.uk/documents/s24387/Western06Jun18%20-%20B1%20-%20Land%20to%20the%20rear%20of%20substation.pdf,,
Wormald Green,Harrogate,848,,,yorkshire,uk,,66,33,,Harmony Energy Income Trust,Harmony Energy Limited / Ritchie Bland Energy No. 2 Ltd,tesla,megapack,,,planning,,,,2024Q1,,,,54.07548,-1.52312,0,,,Failed Oct 2022 C share placement puts construction in doubt,,https://www.theaic.co.uk/aic/news/citywire-news/harmony-energy-looks-at-fund-options-after-c-share-flop,https://www.investegate.co.uk/harmony-energy-inc.--heit-/rns/acquisition-of-three-pipeline-projects/202212150700037588J/,,
Hawthorn Pit,Murton,849,,,county durham,uk,,99.8,49.9,,Harmony Energy Income Trust,Harmony Energy Limited / Ritchie Bland Energy No. 2 Ltd,tesla,megapack,,,planning,,,,2024Q2,,,,54.80552,-1.40646,0,,,Failed Oct 2022 C share placement puts construction in doubt,,https://www.theaic.co.uk/aic/news/citywire-news/harmony-energy-looks-at-fund-options-after-c-share-flop,https://www.investegate.co.uk/harmony-energy-inc.--heit-/rns/acquisition-of-three-pipeline-projects/202212150700037588J/,,
