name,city,id,external_id,overwrite,state,country,capacity_mwh,estimate_mwh,power_mw,customer,owner,developer,manufacturer,type,cells,no_of_battery_units,status,date_first_heard,start_construction,start_operation,start_estimated,cost_million,cost_currency,cost_incl_solar,lat,long,coords_hint,coords_hint_2,use_case,notes,project_website,link1,link2,link3,link4
Utena,,142,,,,lithuania,50,,50,,EPSO-G / Energy Cells,,fluence,,,,planning,2021-12-08,,,2022Q3,27,EUR,0,55.505378,25.595541,0,,transmission network support,"split capacity and costs in 4 projects, only the sum mentioned in article",,https://www.energy-storage.news/government-led-consortium-launches-200mw-rollout-of-battery-storage-to-aid-lithuanias-transmission-network/,,,
Searcy Solar Hybrid,,143,62617,1,arkansas,usa,,20,10,,"Searcy Solar, LLC",,,,,,construction,,,,2021-12,,,,,,,,,,,,,,
Red Antelope Solar & Energy Storage Farm,,144,64208,1,arizona,usa,1200,1000,500,,302PN 8me LLC,8 minute,,,,,planning,,,,2023-06,,,,36.712788,-111.290085,1,,400MW solar farm support,,,https://lakepowellchronicle.com/article/4000-acre-solar-project-proposed-near-page,,,
Atlas,,145,63798,1,arizona,usa,,600,300,,174 Power Global Corp.,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
El Sol BESS,,146,62964,1,arizona,usa,,100,50,,Arizona Public Service Co,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Foothills Solar Plant Hybrid,,147,57997,1,arizona,usa,,76,38,,Arizona Public Service Co,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Gila Bend Hybrid,,148,59020,1,arizona,usa,,72,36,,Arizona Public Service Co,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Wilmot Energy Center LLC,,149,64426,1,arizona,usa,,60,30,,Wilmot Energy Center LLC,,,,,,operation,,,2021-04-01,,,,,,,,,,,,,,,
Cotton Center Solar Hybrid,,151,57561,1,arizona,usa,,34,17,,Arizona Public Service Co,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Paloma Solar Hybrid,,152,57562,1,arizona,usa,,34,17,,Arizona Public Service Co,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Hyder Solar Hybrid,,153,57563,1,arizona,usa,,32,16,,Arizona Public Service Co,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Hyder II Hybrid,,154,58383,1,arizona,usa,,28,14,,Arizona Public Service Co,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Desert Star Hybrid,,155,62965,1,arizona,usa,,20,10,,Arizona Public Service Co,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Desert Star Hybrid,,156,59444,1,arizona,usa,,20,10,,Arizona Public Service Co,,,,,,planning,,,,2022-06,,,,,,,,,,,,,,
Bellefield 2 Solar & Energy Storage Farm,,157,64209,1,california,usa,,1000,500,,26SB 8me LLC,,,,,,planning,,,,2023-06,,,,,,,,,,,,,,
Bellefield Solar and Energy Storage Farm,,158,64210,1,california,usa,,1000,500,,50LW 8me LLC,,,,,,planning,,,,2023-06,,,,,,,,,,,,,,
Kingsley Solar Farm,,159,64634,1,california,usa,,720,360,,"90FI 8me, LLC",,,,,,planning,,,,2024-06,,,,,,,,,,,,,,
Rexford Solar Farm,,160,64633,1,california,usa,,600,300,,20SD 8me LLC,,,,,,planning,,,,2023-04,,,,,,,,,,,,,,
Aratina Solar Center 2,,161,64215,1,california,usa,,400,200,,45MG 8me LLC,,,,,,planning,,,,2023-06,,,,,,,,,,,,,,
Big Rock Solar Farm,,162,64636,1,california,usa,,400,200,,"92JT 8me, LLC",,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Sienna Solar Farm,,163,64632,1,california,usa,,400,200,,"99MT 8me, LLC",,,,,,planning,,,,2024-12,,,,,,,,,,,,,,
"Eland Solar & Storage Center, Phase 2 Hybrid",,164,61169,1,california,usa,,300,150,,69SV 8me LLC,,,,,,planning,,,,2023-07,,,,,,,,,,,,,,
Daggett 3,,165,64852,1,california,usa,,288,144,,Daggett Solar Power 3 LLC,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Arlington Energy Center II,,166,64481,1,california,usa,,264,132,,Arlington Energy Center II,,,,,,construction,,,,2022-08,,,,,,,,,,,,,,
Daggett 2,,167,64851,1,california,usa,,262,131,,Daggett Solar Power 2 LLC,,,,,,planning,,,,2023-06,,,,,,,,,,,,,,
"Fifth Standard Solar PV, LLC (Hybrid)",,168,64197,1,california,usa,,234,117,,RWE Renewables Americas LLC,,,,,,planning,,,,2022-09,,,,,,,,,,,,,,
Resurgence Solar,,169,64489,1,california,usa,,230,115,,Resurgence Solar,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Luna Storage,,170,63685,1,california,usa,,200,100,,"Luna Storage, LLC",,,,,,construction,,,,2021-10,,,,,,,,,,,,,,
Sanborn BESS 1,,171,64712,1,california,usa,,200,100,,Terra-Gen Operating Co-BESS,,,,,,construction,,,,2021-09,,,,,,,,,,,,,,
Sanborn BESS 2,,172,64713,1,california,usa,,200,100,,Terra-Gen Operating Co-BESS,,,,,,construction,,,,2021-10,,,,,,,,,,,,,,
Noosa Energy Storage LLC,,173,64531,1,california,usa,,198,99,,Noosa Energy Storage LLC,,,,,,planning,,,,2023-10,,,,,,,,,,,,,,
JVR Energy Park LLC,,174,64428,1,california,usa,,140,70,,JVR Energy Park LLC,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
"Blythe Solar 110, LLC",,175,60093,1,california,usa,,126,63,,"Blythe Solar 110, LLC",,,,,,operation,,,2021-06-01,,,,,,,,,,,,,,,
Cal Flats BESS,,176,63930,1,california,usa,,120,60,,"CD Arevon USA, Inc.",,,,,,construction,,,,2021-10,,,,,,,,,,,,,,
Slate Hybrid,,177,63727,1,california,usa,,100,50,,RE Slate 1 LLC,,,,,,construction,,,,2022-03,,,,,,,,,,,,,,
Aratina Solar Center 1 Hybrid,,178,61167,1,california,usa,,100,50,,91MC 8me LLC,,,,,,planning,,,,2023-09,,,,,,,,,,,,,,
"Maverick Solar 6, LLC",,179,64105,1,california,usa,,100,50,,"Maverick Solar 6, LLC",,,,,,construction,,,,2021-12,,,,,,,,,,,,,,
Hudson - High Desert Hybrid,,180,64624,1,california,usa,,100,50,,Goldman Sachs Renewable Power Group,,,,,,construction,,,,2021-09,,,,,,,,,,,,,,
Arlington Energy Center III,,181,64564,1,california,usa,,94,47,,Arlington Energy Center III,,,,,,construction,,,,2022-12,,,,,,,,,,,,,,
Painter Energy Storage,,182,62729,1,california,usa,,80,40,,"Painter Energy Storage, LLC",,,,,,planning,,,,2022-09,,,,,,,,,,,,,,
Fallbrook Energy Storage,,183,61365,1,california,usa,,80,40,,San Diego Gas & Electric Co,,,,,,construction,,,,2021-12,,,,,,,,,,,,,,
EDPR CA Solar Park VI LLC (CA) Hybrid,,184,62892,1,california,usa,,80,40,,EDPR CA Solar Park VI LLC,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Dynegy Oakland Power Plant,,185,6211,1,california,usa,,72.6,36.3,,"Dynegy Oakland, LLC",,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Edwards Sanborn E1A,,186,64878,1,california,usa,,72,36,,Terra-Gen Operating Co-Hybrid,,,,,,construction,,,,2022-05,,,,,,,,,,,,,,
Desert Harvest II LLC,,187,64103,1,california,usa,,70,35,,Desert Harvest II LLC,,,,,,operation,,,2021-01-01,,,,,,,,,,,,,,,
Edwards Sanborn E2,,188,64879,1,california,usa,,66,33,,Terra-Gen Operating Co-Hybrid,,,,,,construction,,,,2021-12,,,,,,,,,,,,,,
Top Gun Energy Storage,,189,61366,1,california,usa,,60,30,,San Diego Gas & Electric Co,,,,,,operation,,,2021-06-01,,,,,,,,,,,,,,,
"Johanna Energy Center, LLC",,190,63843,1,california,usa,,40,20,,"Johanna Energy Center, LLC",,,,,,operation,,,2021-06-01,,,,,,,,,,,,,,,
Renz Energy Storage,,191,63529,1,california,usa,,40,20,,Pacific Gas & Electric Co.,,,,,,planning,,,,2022-05,,,,,,,,,,,,,,
Edwards Sanborn E3     ,,192,64877,1,california,usa,,24,12,,Terra-Gen Operating Co-Hybrid,,,,,,construction,,,,2021-12,,,,,,,,,,,,,,
Silverstrand Grid Energy Storage System,,193,63735,1,california,usa,,22,11,,"Silverstrand Grid, LLC",,,,,,operation,,,2021-04-01,,,,,,,,,,,,,,,
Camino Solar,,194,63508,1,california,usa,,22,11,,Avangrid Renewables LLC,,,,,,planning,,,,2022-05,,,,,,,,,,,,,,
Stanton Energy Reliability Center Hybrid,,195,60698,1,california,usa,,20,10,,"Wellhead Energy, LLC",,,,,,operation,,,2020-08-01,,,,,,,,,,,,,,,
Henrietta D Energy Storage LLC,,196,60641,1,california,usa,,20,10,,Convergent Energy and Power LP,,,,,,construction,,,,2021-09,,,,,,,,,,,,,,
Hecate Energy Johanna Facility,,197,62889,1,california,usa,,20,10,,"Hecate Grid, LLC",,,,,,construction,,,,2021-09,,,,,,,,,,,,,,
Goleta Grid Resiliency,,198,63736,1,california,usa,,20,10,,esVolta LP,,,,,,planning,,,,2022-09,,,,,,,,,,,,,,
Chevron - Lost Hills Hybrid,,199,63545,1,california,usa,,20,10,,Goldman Sachs Renewable Power Group,,,,,,planning,,,,2022-02,,,,,,,,,,,,,,
"Sierra Energy Storage, LLC",,200,61803,1,california,usa,,20,10,,"Enel Green Power NA, Inc.",,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Sierra,,201,64320,1,california,usa,,20,10,,Broad Reach Power,,,,,,construction,,,,2021-10,,,,,,,,,,,,,,
Kearny North Energy Storage,,202,64612,1,california,usa,,20,10,,San Diego Gas & Electric Co,,,,,,construction,,,,2021-10,,,,,,,,,,,,,,
Kearny South Energy Storage,,203,64614,1,california,usa,,20,10,,San Diego Gas & Electric Co,,,,,,construction,,,,2021-10,,,,,,,,,,,,,,
Neptune Energy Center Hybrid,,204,63731,1,colorado,usa,,250,125,,"Neptune Energy Center, LLC",,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Thunder Wolf Energy Center Hybrid,,205,63776,1,colorado,usa,,200,100,,"Thunder Wolf Energy Center, LLC",,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Pike Solar Hybrid,,206,64212,1,colorado,usa,,50,25,,Pike Solar LLC,,,,,,planning,,,,2023-12,,,,,,,,,,,,,,
Pure Hedge LLC,,207,50736,1,connecticut,usa,,40,20,,Pure Hedge LLC,,,,,,construction,,,,2022-01,,,,,,,,,,,,,,
Trenton,,208,63995,1,florida,usa,,22,11,,"Duke Energy Florida, LLC",,,,,,construction,,,,2021-09,,,,,,,,,,,,,,
Cool Springs Solar (Hybrid),,209,63721,1,georgia,usa,,80,40,,"Cool Springs Solar, LLC",,,,,,construction,,,,2021-11,,,,,,,,,,,,,,
Kupehau,,210,63799,1,hawaii,usa,,120,60,,174 Power Global Corp.,,,,,,planning,,,,2022-06,,,,,,,,,,,,,,
AES Maui Kuihelani Solar Hybrid,,211,64256,1,hawaii,usa,,120,60,,AES Distributed Energy,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Ho'Ohana Solar 1,,212,63723,1,hawaii,usa,,104,52,,Ho'Ohana Solar 1 LLC,,,,,,planning,,,,2022-09,,,,,,,,,,,,,,
AES Waikoloa Solar Hybrid,,213,63900,1,hawaii,usa,,60,30,,AES Distributed Energy,,,,,,planning,,,,2022-11,,,,,,,,,,,,,,
Hale Kuawehi Solar Hybrid,,214,62529,1,hawaii,usa,,60,30,,Hale Kuawehi Solar LLC,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
"Kahana Solar, LLC",,215,64095,1,hawaii,usa,,40,20,,"Kahana Solar, LLC",,,,,,planning,,,,2023-12,,,,,,,,,,,,,,
Paeahu Solar Hybrid,,216,62534,1,hawaii,usa,,30,15,,Paeahu Solar LLC,,,,,,planning,,,,2023-04,,,,,,,,,,,,,,
"Barbers Point Solar, LLC",,217,64094,1,hawaii,usa,,30,15,,"Barbers Point Solar, LLC",,,,,,planning,,,,2023-12,,,,,,,,,,,,,,
"AES Kekaha Solar, LLC Hybrid",,218,63280,1,hawaii,usa,,28,14,,AES Distributed Energy,,,,,,operation,,,2021-04-01,,,,,,,,,,,,,,,
AES West Oahu Solar Hybrid,,219,64656,1,hawaii,usa,,25,12.5,,AES Distributed Energy,,,,,,planning,,,,2022-09,,,,,,,,,,,,,,
Outer Cape Community Battery,,220,62604,1,massachusetts,usa,,50,25,,Eversource,,,,,,construction,,,,2021-09,,,,,,,,,,,,,,
"South Portland ESS, LLC",,221,64616,1,maine,usa,,20,10,,"South Portland ESS, LLC",,,,,,planning,,,,2023-01,,,,,,,,,,,,,,
OE_MS5,,222,64529,1,mississippi,usa,,100,50,,OE_MS5,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Haymaker Hybrid,,223,63878,1,montana,usa,,400,200,,Haymaker Energy Project LLC,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
"Grissom Solar, LLC",,224,64450,1,north carolina,usa,,20,10,,"Grissom Solar, LLC",,,,,,operation,,,2021-05-01,,,,,,,,,,,,,,,
Rockmont Solar and Storage Project,,225,64216,1,new mexico,usa,,60,30,,201LC 8me LLC,,,,,,planning,,,,2022-06,,,,,,,,,,,,,,
Taos Mesa Energy Facility Hybrid,,226,63728,1,new mexico,usa,,24,12,,"Taos Mesa Energy Facility, LLC",,,,,,planning,,,,2021-09,,,,,,,,,,,,,,
Southern Bighorn Solar Hybrid,,227,63113,1,nevada,usa,,270,135,,300MS 8me LLC,,,,,,planning,,,,2023-09,,,,,,,,,,,,,,
Townsite Solar Project Hybrid,,228,60654,1,nevada,usa,360,180,90,Arevon,"Townsite Solar, LLC",,tesla,megapack,,,construction,,,,2021-11,,,,35.935805,-114.869386,1,,190MW solar farm support,,,https://www.tesla.com/videos/townsite-solar-storage,https://arevonenergy.com/location/townsite/,,
Arrow Canyon Solar Hybrid,,229,62248,1,nevada,usa,,150,75,,Arrow Canyon Solar LLC,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
Dodge Flat,,230,63913,1,nevada,usa,,100,50,,"Dodge Flat Solar, LLC",,,,,,construction,,,,2021-12,,,,,,,,,,,,,,
Fish Springs,,231,64148,1,nevada,usa,,50,25,,"Fish Springs Ranch Solar, LLC",,,,,,construction,,,,2021-12,,,,,,,,,,,,,,
Battle Mountain Solar Project,,232,61098,1,nevada,usa,,50,25,,Consolidated Edison Development Inc.,,,,,,operation,,,2021-06-01,,,,,,,,,,,,,,,
NISA Electric Generation Project,,233,61331,1,new york,usa,,600,300,,NYC ENERGY LLC,,,,,,planning,,,,2023-11,,,,,,,,,,,,,,
NY2 Battery,,234,63584,1,new york,usa,,400,200,,Key Capture Energy,,,,,,planning,,,,2022-11,,,,,,,,,,,,,,
Willis Battery Storage,,235,63238,1,new york,usa,,40,20,,New York Power Authority,,,,,,construction,,,,2022-03,,,,,,,,,,,,,,
Orangeville Storage,,236,64686,1,new york,usa,,40,20,,Invenergy Services LLC,,,,,,construction,,,,2021-10,,,,,,,,,,,,,,
Skeleton Creek Energy Center Hybrid,,237,62494,1,oklahoma,usa,,400,200,,Skeleton Creek Energy Center,,,,,,planning,,,,2023-12,,,,,,,,,,,,,,
Rush Springs Energy Storage (BA),,238,63458,1,oklahoma,usa,,20,10,,Rush Springs Energy Storage,,,,,,operation,,,2020-03-01,,,,,,,,,,,,,,,
Wheatridge Hybrid,,239,62745,1,oregon,usa,,60,30,,"Wheatridge Wind Holdings, LLC",,,,,,planning,,,,2021-12,,,,,,,,,,,,,,
Vonore Battery Energy Storage System,,240,64255,1,tennessee,usa,,40,20,,Tennessee Valley Authority,,,,,,planning,,,,2022-07,,,,,,,,,,,,,,
"Blue Jay Solar I, LLC",,241,64672,1,texas,usa,,420,210,,"Blue Jay Solar I, LLC",,,,,,construction,,,,2021-12,,,,,,,,,,,,,,
"Azure Sky Wind Project, LLC Hybrid",,242,64164,1,texas,usa,,240,120,,"Azure Sky Wind Project, LLC",,,,,,construction,,,,2022-03,,,,,,,,,,,,,,
Chisholm Grid Energy Storage System,,243,63737,1,texas,usa,,200,100,,"Chisholm Grid, LLC",,,,,,construction,,,,2021-09,,,,,,,,,,,,,,
Madero Grid,,244,63757,1,texas,usa,,200,100,,"Madero Grid, LLC",,,,,,construction,,,,2022-04,,,,,,,,,,,,,,
TX17 Nickel Prairie Storage,,245,63880,1,texas,usa,,200,100,,Key Capture Energy,,,,,,planning,,,,2022-12,,,,,,,,,,,,,,
TX18 Cottage Meadow Storage,,246,63879,1,texas,usa,,200,100,,Key Capture Energy,,,,,,planning,,,,2022-03,,,,,,,,,,,,,,
Ignacio Grid Energy Storage System,,247,64089,1,texas,usa,,200,100,,"Ignacio Grid, LLC",,,,,,construction,,,,2022-05,,,,,,,,,,,,,,
Forest Grove - Dodd,,248,64131,1,texas,usa,,200,100,,Renewable Energy Ventures LLC,,,,,,planning,,,,2024-03,,,,,,,,,,,,,,
Azure Sky Solar,,249,63905,1,texas,usa,,154,77,,"Azure Sky Solar Project, LLC",,,,,,construction,,,,2021-09,,,,,,,,,,,,,,
Ranchland Wind Storage,,250,64545,1,texas,usa,,146,73,,"Ranchland Wind Storage, LLC",,,,,,planning,,,,2022-03,,,,,,,,,,,,,,
Lily Solar Hybrid,,251,63892,1,texas,usa,,100,50,,"Lily Solar, LLC",,,,,,construction,,,,2021-09,,,,,,,,,,,,,,
TREX US Red Holly,,252,63202,1,texas,usa,,100,50,,TREX US Red Holly LLC,,,,,,planning,,,,2022-05,,,,,,,,,,,,,,
"High Lonesome Wind Power, LLC Hybrid",,253,62562,1,texas,usa,,100,50,,"High Lonesome Wind Power, LLC",,,,,,planning,,,,2022-07,,,,,,,,,,,,,,
"Roadrunner, LLC Hybrid",,254,62561,1,texas,usa,,100,50,,"Roadrunner Solar, LLC",,,,,,planning,,,,2022-05,,,,,,,,,,,,,,
Darien Solar,,255,64534,1,wisconsin,usa,,150,75,,Wisconsin Electric Power Co,,,,,,planning,,,,2023-12,,,,,,,,,,,,,,
Omburu,erongo region,256,,,,namibia,72,,58,,NamPower,,,,,,planning,2021-12-24,,,,,,,-21.495675,16.026467,2,,,,,https://www.energy-storage.news/e20m-grant-funding-for-namibias-first-grid-scale-bess-from-germanys-national-development-bank/,,,
Buffalo,,257,,,,netherlands,48,,25,,GIGA Storage,,Wartsila Energy,,LFP,,planning,2021-12-21,,,2022-10,,,,51.985216,5.665107,2,,,"storage will be rented out to Eneco, STAAS: storage as a service",,https://www.energy-storage.news/wartsilas-48mwh-netherlands-bess-will-be-europes-first-large-scale-lfp-battery-project/,,,
Dunkirk 2,Dunkirk,258,,,,france,31,,31,,Total,,Saft,Intensium Max 20 High Energy (20ft container),NMC,16,operation,,,2021-12-22,,,,,51.030471,2.255373,2,,,saft is owned by total,,https://www.energy-storage.news/frances-largest-battery-storage-facility-expanded-to-61mw-61mwh-as-second-phase-completed/,,,
AES Kilroot Station Battery Storage Array,,259,6845,1,northern ireland,uk,,10,10,,AES Kilroot Power (AES KPL),,,,,,operation,,2015-11-18,2016-01-18,,,,,,,,,,,,,,,
Pelham,,260,6898,1,eastern,uk,,49,49,,Statera Energy/ InfraRed Capital,,,,,,operation,2016-10-18,2017-01-15,2017-06-15,,,,,,,,,,,,,,,
Blackburn Meadows ,,261,6906,1,yorkshire and humber,uk,,10,10,,E.ON UK,,,,,,operation,,2017-04-07,2017-10-09,,,,,,,,,,,,,,,
Broxburn ,,262,6910,1,scotland,uk,,20,20,,Renewable Energy Systems (RES),,,,,,operation,2017-03-06,2017-08-15,2018-09-15,,,,,,,,,,,,,,,
Land to the west of Clay Hill Pit / Larport Farm,,263,6911,1,west midlands,uk,,20,20,,Anesco (formerly owned by Energy Reservoirs),,,,,,operation,2016-11-18,2019-01-01,2020-01-01,,,,,,,,,,,,,,,
Roosecote,,264,6912,1,north west,uk,,49,49,,Centrica,,,,,,operation,,2017-03-01,2018-11-30,,,,,,,,,,,,,,,
Hill Farm - Energy Barn,,265,6915,1,east midlands,uk,,10,10,,Anesco/ Green Hedge Energy UK,,,,,,operation,2016-08-17,2016-12-15,2017-03-31,,,,,,,,,,,,,,,
Kings Barn Farm - Energy Barn,,266,6916,1,south east,uk,,10,10,,Anesco/ Green Hedge Energy UK,,,,,,operation,2016-10-04,2016-12-15,2017-03-31,,,,,,,,,,,,,,,
Leverton Farm - Energy Barn,,267,6917,1,east midlands,uk,,10,10,,Eelpower,,,,,,operation,,2017-11-01,2018-01-01,,,,,,,,,,,,,,,
Noriker Power Staunch,,268,6918,1,west midlands,uk,,20,20,,Hazel Capital/ Noriker Power,,,,,,operation,2016-05-19,2016-12-15,2017-03-15,,,,,,,,,,,,,,,
West Burton,,269,6920,1,east midlands,uk,,49,49,,EDF Energy Renewables,,,,,,operation,2016-09-30,2018-01-25,2018-06-25,,,,,,,,,,,,,,,
Tynemouth Energy Storage System (TESS),,270,6925,1,north east,uk,,25,25,,Enel (formerly Element Power),,,,,,operation,2016-10-12,2018-12-20,2018-05-25,,,,,,,,,,,,,,,
Nevendon,,271,6926,1,eastern,uk,,10,10,,Belectric UK / Foresight,,,,,,operation,,2018-10-15,2018-03-15,,,,,,,,,,,,,,,
Pen y Cymoedd Energy Storage,,272,6927,1,wales,uk,,22,22,,Vattenfall,,,,,,operation,,2017-11-01,2018-05-01,,,,,,,,,,,,,,,
Chelveston Renewable Energy Park,,273,6941,1,east midlands,uk,,20,20,,Federal Estates,,,,,,construction,2017-06-15,2019-07-01,,,,,,,,,,,,,,,,
Claredown Farm,,274,6945,1,eastern,uk,,20,20,,Zenobe (formerly Energy Reservoir 15),,,,,,operation,2017-06-05,2017-09-01,2018-02-27,,,,,,,,,,,,,,,
Breach Farm - Energy Barn,,275,6914,1,east midlands,uk,,40,40,,Anesco/ Green Hedge Energy UK,,,,,,planning,2017-08-15,,,,,,,,,,,,,,,,,
Norton,,276,6923,1,north east,uk,,49,49,,Statera Energy/ InfraRed Capital,,,,,,planning,2016-11-03,,,,,,,,,,,,,,,,,
Traston Road,,277,6929,1,wales,uk,,20,20,,UK Power Reserve,,,,,,planning,2016-11-03,,,,,,,,,,,,,,,,,
Bristol Road,,278,6930,1,south west,uk,,20,20,,UK Power Reserve,,,,,,planning,2016-10-26,,,,,,,,,,,,,,,,,
Asfordby Business Park (1),,279,6932,1,east midlands,uk,,23,23,,UK Power Reserve,,,,,,planning,2016-09-30,,,,,,,,,,,,,,,,,
Lockleaze Energy Storage,,280,6961,1,south west,uk,,15,15,,Aura Power,,,,,,operation,2017-05-05,2017-06-01,2017-12-01,,,,,,,,,,,,,,,
Tofts Lane,,281,6942,1,yorkshire and humber,uk,,40,40,,Enstor Power UK,,,,,,planning,2017-09-07,,,,,,,,,,,,,,,,,
Port of Tyne,,282,6976,1,north east,uk,,35,35,,Foresight,,,,,,operation,2016-10-21,2018-04-01,2018-07-01,,,,,,,,,,,,,,,
Ray Battery Storage Facility,,283,6943,1,north east,uk,,20,20,,Vattenfall Wind Power,,,,,,planning,2017-07-25,,,,,,,,,,,,,,,,,
Pikelaw Place,,284,6944,1,north west,uk,,10,10,,Green Hedge Energy UK,,,,,,planning,2017-07-21,,,,,,,,,,,,,,,,,
The Hollies,,285,6946,1,east midlands,uk,,24,24,,Spencer Farm Produce,,,,,,planning,2017-07-17,,,,,,,,,,,,,,,,,
Minety North,,286,6952,1,south west,uk,,50,50,,Statera Energy / Minety North Storage,,,,,,planning,2017-07-20,,,,,,,,,,,,,,,,,
Melksham Substation East Storage,,287,6953,1,south west,uk,,50,50,,Statera Energy / Melksham East Storage,,,,,,planning,2017-09-28,,,,,,,,,,,,,,,,,
Slamseys Energy Storage,,288,7000,1,eastern,uk,,10,10,,Gridserve Energy Storage,,,,,,construction,2017-10-26,2020-01-13,,,,,,,,,,,,,,,,
Melksham Substation West Storage,,289,6955,1,south west,uk,,50,50,,Statera Energy / Melksham West Storage,,,,,,planning,2017-09-28,,,,,,,,,,,,,,,,,
Norwich Road Industrial Estate,,290,6958,1,eastern,uk,,40,40,,RNA Energy,,,,,,planning,2017-02-28,,,,,,,,,,,,,,,,,
Land off Queenborough Road,,291,7003,1,south east,uk,,40,40,,UK Power Reserve,,,,,,construction,2018-10-30,2019-12-01,,,,,,,,,,,,,,,,
Wolverhampton West Sub Station,,292,6977,1,west midlands,uk,,50,50,,Statera Energy,,,,,,planning,2016-10-21,,,,,,,,,,,,,,,,,
Former Rugeley Power Station,,293,6981,1,west midlands,uk,,49,49,,ENGIE Renewables,,,,,,planning,2017-08-31,,,,,,,,,,,,,,,,,
Aikengall II Community Wind Farm Battery,,294,7015,1,scotland,uk,,80,80,,Community Wind Power,,,,,,planning,2019-07-04,,,,,,,,,,,,,,,,,
Rayleigh Transforming Station,,295,6984,1,eastern,uk,,10,10,,Aura Power / South East Grid Storage Two,,,,,,planning,2017-11-08,,,,,,,,,,,,,,,,,
Bilbo Solar Farm Energy Storage ,,296,7020,1,scotland,uk,,40,40,,Green Energy International,,,,,,construction,2019-09-20,2020-12-01,,,,,,,,,,,,,,,,
Stony Energy Storage Facility,,297,7001,1,south east,uk,,49,49,,Renewable Energy Systems (RES),,,,,,planning,2017-10-12,,,,,,,,,,,,,,,,,
Roaring Hill Energy Storage Facility,,298,7002,1,scotland,uk,,19,19,,Renewable Energy Systems (RES),,,,,,planning,2021-09-03,,,,,,,,,,,,,,,,,
Pillswood Phase 1 (Creyke Beck Substation),Cottingham,299,7005,1,yorkshire and humber,uk,98,,49,,Harmony Energy Storage,,tesla,megapack,,,operation,2017-11-17,,2022-11-21,,,,,53.79991,-0.41056,,,,,,https://www.heitp.co.uk/content/uploads/2022/09/263502_Harmony_RA_2022_Web.pdf,https://www.insidermedia.com/news/yorkshire/battery-energy-storage-facility-brought-online,https://www.londonstockexchange.com/news-article/HEIT/pillswood-energisation/15722939,
Aven Industrial Estate,,300,7007,1,yorkshire and humber,uk,,20,20,,Max Design Consultancy,,,,,,planning,2018-06-19,,,,,,,,,,,,,,,,,
Litchlake Farm,,301,7011,1,south east,uk,,10,10,,Hall Farm Energy,,,,,,planning,2017-12-07,,,,,,,,,,,,,,,,,
Ravensroost Farm,,302,7014,1,south west,uk,,49,49,,Arlington Energy (formerly Enso Energy),,,,,,planning,2018-10-10,,,,,,,,,,,,,,,,,
Drax Re-Power,,303,7017,1,yorkshire and humber,uk,,200,200,,Drax Group,,,,,,planning,2019-10-04,,,,,,,,,,,,,,,,,
STOR Field 9,,304,7018,1,scotland,uk,,37,37,,Capbal,,,,,,planning,2018-12-06,,,,,,,,,,,,,,,,,
Nether Moor Field,,305,7019,1,yorkshire and humber,uk,,49,49,,Thurcroft Energy (Max Design Consultancy),,,,,,planning,2019-11-22,,,,,,,,,,,,,,,,,
Norwich Substation Storage Facility,,306,7021,1,eastern,uk,,49,49,,Pivot Power,,,,,,planning,2018-11-15,,,,,,,,,,,,,,,,,
Mannington Battery Storage Plant,,307,7024,1,south west,uk,,49,49,,Public Power Solutions,,,,,,planning,2018-02-28,,,,,,,,,,,,,,,,,
"Charleywood Road, Knowsley Industrial Park",,308,7026,1,north west,uk,,49,49,,Immersa / Kirkby Battery Storage 2,,,,,,planning,2017-12-21,,,,,,,,,,,,,,,,,
"Enderby Storage, Redcomb Farm",,309,7044,1,east midlands,uk,,49,49,,Statera Energy / Enderby Storage,,,,,,construction,2017-12-20,2021-04-01,,,,,,,,,,,,,,,,
Middleton Clean Energy Plant,,310,7029,1,north west,uk,,49,49,,Lancaster Power,,,,,,planning,2020-01-17,,,,,,,,,,,,,,,,,
Portadown Road,,311,7047,1,northern ireland,uk,,50,50,,Low Carbon Storage Ireland,,,,,,construction,2018-09-21,2020-01-15,,,,,,,,,,,,,,,,
